row_key,review_id,official_scenic_id,scenic_name,review_time,rating,review_text,llm_issue_tags,llm_reason,prompt_version
BJ20_15__176336762,176336762,BJ20_15,中国科学技术馆,2023-06-19,4.0,本来希望孩子能有专业的人带队，体验更多的，，特意买的499的套餐。结果，早上集合时间带队的迟到，这就算了。六个孩子年龄差距挺大的，有些游戏一米五一下不能体验，然后领队的老师就只顾那几个最多六七岁的孩子。我们的孩子中间有很长时间空挡，很多没看没体验的，4点结束的团，3点35左右孩子就打电话说老师让在里面等着准备出来了。最令人生气的是孩子们说很多项目没有预约体验不了。而且他们没有规划好时间，太空舱这个大项目竟然没进去参观。更别说讲解了。这是我进去前问过老师会体验到的项目。真的太坑了。没打最低分是因为孩子说带队的男挺幽默的。,staff_service|service_process|guide_explanation,评论核心抱怨了带队老师迟到、只照顾部分孩子、时间安排不当导致项目未体验，属于服务态度和组织流程问题；同时明确提到项目没有讲解，涉及讲解质量。,issue_only_v1
BJ20_07__678039349,678039349,BJ20_07,八达岭长城,2026-04-20,3.0,没去之前网上查的攻略说一定要坐缆车不要坐索道，结果的真实体验是：从停车场去坐短驳车，我问工作人员说我们是去坐缆车的，他们的回复是就是这里坐车，到了长城入口，又是排队，排队显示的是索道排队入口，然后又问工作人员，说我们是要去坐缆车的，工作人员的回复说是一样的都在这里排队，然后排了一个半小时的队，结果坐的是空中索道，然后就是人山人海，所以奉劝各位去坐缆车的驴友一定要很执着地问清楚说是要去坐地面缆车的，不要再像我一样稀里糊涂的上当了，也觉得工作人员有点揣着明白装糊涂的意思，所以此次去长城的体验感比较差,staff_service|queue_wait|crowding,评论明确抱怨工作人员在指引时态度敷衍、信息不准确（揣着明白装糊涂），属于服务态度问题；排队一个半小时属于等待时间过长；人山人海属于景区内部拥挤。,issue_only_v1
BJ20_14__160428711,160428711,BJ20_14,北京天文馆,2019-08-17,1.0,这是一个主要卖讲解的门票套餐，天文馆成人票只需要10块钱，奔着讲解买了，9：30入馆，讲解时间一个半到两个小时，买了A馆12点球幕电影票，结果将近十点半才被安排入场，A馆出来将近11：30，此时排队进B馆的队蛇形拐了三排，根本来不及听讲解再看电影，于是和导游商量给我们调下午的B馆讲解，导游说安排不了让平台退款，结果平台申请退讲解费沟通后被告知商家不同意！同团还有家庭因赶飞机也无法参加正常讲解行程，商家原因造成的行程无法完成却不退款，信用太差！,guide_explanation|queue_wait|platform_transaction,核心抱怨包括：1. 讲解套餐安排导致时间冲突，影响后续电影观看，涉及讲解服务安排问题（guide_explanation）；2. B馆排队过长（queue_wait）；3. 平台退款被商家拒绝，涉及第三方平台履约纠纷（platform_transaction）。,issue_only_v1
BJ20_06__206869125,206869125,BJ20_06,明十三陵,2025-03-24,3.0,联票的四个点离得很远，没有官方景交车，公交不方便。会有拉客的黑车司机，把你带到每个点去，最后送到回城的地铁站。我去的时候是淡季，两个人要价160，我砍到100了。票价本来就贵，还要花钱租黑车。 其实没什么看的，里面文物不多，大部分都是仿品，真品可能被市区的博物馆拿走了。地宫像个荒废的地铁站，什么都没有，仿品棺椁的红油漆锃光发亮，一点看不出是文物，像家具城刚买来的。不值得大老远跑去，真想看就看定陵一个就行了，都一样，没什么差别。,traffic_access|commercialization|ticket_price,评论核心抱怨点包括：1. 景点分散且缺乏官方交通，公交不便，有黑车拉客（交通到达与商业化干扰）；2. 票价贵且需额外花费租黑车（价格与性价比）；3. 商业化干扰体现在黑车司机拉客行为。未明确涉及服务态度、流程、排队、拥挤、设施卫生、平台交易等问题。,issue_only_v1
BJ20_01__646676752,646676752,BJ20_01,故宫博物院,2026-02-25,2.0,导游不回消息，不接电话，告诉我们的讲解位置也是错误的，在讲解时间开始后仍然联系不上导游，在故宫午门和太和殿之间到处找导游，多次给客服打电话后才给我们说明导游在哪里，安排12:30的场次12:50才找到导游汇合，前面的内容都没有听到。 讲解过程中，耳机全程都有信号不好，声音卡顿的问题，游览体验很差。而且，购买的票上写着“讲解-含门票-珍宝馆”，但实际讲解过程中并未讲解珍宝馆，这在购买时根本没有说明，完全是欺诈消费者的行为。,guide_explanation|staff_service|platform_transaction,评论明确抱怨导游失联、信息错误导致等待和错过内容（staff_service），讲解过程中耳机信号差、声音卡顿（guide_explanation），以及平台购买的票包含珍宝馆讲解但实际未提供，涉嫌欺诈（platform_transaction）。,issue_only_v1
BJ20_17__181676404,181676404,BJ20_17,北京动物园,2024-05-02,1.0,排了3个小时的队，人挤人的景区连个管理秩序的工作人员都没，好不容易进去了，工作人员告知大熊猫睡觉了，排队3小时，进去5分钟就从景区出来了，从来没有逛过这么**的动物园，最最最最让人气愤的是景区门口的保安大爷，那叫一个牛*啊，问一下出口在哪里，大爷像吃了2吨炸药一样，说这里不是你这种人过的，是别人过的，**叨叨了一大堆，那真叫一个厉害， 景区动物少，但是之前服务要做好，这个景区真是服务没服务，动物没动物，超级**的体验,queue_wait|crowding|staff_service,评论明确抱怨排队3小时（queue_wait）、景区人挤人（crowding）、保安态度恶劣（staff_service）。,issue_only_v1
BJ20_14__158603599,158603599,BJ20_14,北京天文馆,2019-05-01,1.0,总的来说，体验极差。讲解内容针对小孩子，却对成人收更高的票价。我要freestyle了预警一下，你说你讲给小孩子就算了，主要讲的很差，真的很差，我听了不到5min就摘下耳机自己去逛了，讲真的，在售票区买张半价学生票，一逛逛一天舒服多了好吗，管内附有很多讲解，不用她导览也ok。逛到一半call我出来把耳机还给她，及其影响心情。导游办事能力差拖沓态度又不好，硬拖后了四十分钟才进馆。总之就是很生气，非常不满意。,guide_explanation|ticket_price|staff_service,核心抱怨包括：1. 讲解内容针对小孩且质量差（guide_explanation）；2. 对成人收取更高票价（ticket_price）；3. 导游办事能力差、拖沓、态度不好（staff_service）。,issue_only_v1
BJ20_08__637446034,637446034,BJ20_08,慕田峪长城,2026-02-08,4.0,"这是一次典型的有导游的巴士之旅,导游很友好,很有礼貌。一切都很顺利,她甚至帮我拿到了入门卡。但我不喜欢的是:1)在正门区域的时间非常有限(我们的导游很快就走过了所有的商店和景点,所以我们不得不匆忙);2)很多促销活动,试图将自己的门票出售到隔离墙的不同部分;3)出发前等待时间很长。总的来说,体验很好,我特别喜欢沿着长城自由行走简直难以置信!服务可以更好:)",guide_explanation|commercialization|queue_wait,评论明确抱怨导游节奏过快导致游览时间有限（讲解与导览质量问题），存在大量促销和售票活动（商业化干扰），以及出发前等待时间长（排队等待问题）。,issue_only_v1
BJ20_13__167187599,167187599,BJ20_13,首都博物馆,2021-07-17,1.0,定了大咖讲解，收到短信里没有注意事项，没有联系电话，只给一个集合地点。 经常排队将近20分钟，规定时间内到达，找不到我的名字，问了3个讲解员，安排我跟着一个人数稍少的队伍一起听。 讲解的很有趣，学习到很多知识，景色趣味的五星好评是给讲解员的。 总体和性价比的差评是给商家的，花了大咖的钱，参加的普通团，连个沟通电话都没有，也不提前电话沟通。,staff_service|service_process|reservation_entry,评论明确抱怨：1. 短信无注意事项和联系电话，导致无法提前沟通（reservation_entry）；2. 到达后找不到名字，问了多个讲解员才被安排（service_process）；3. 商家未提供沟通电话、未提前联系，服务组织差（staff_service）。,issue_only_v1
BJ20_05__231175316,231175316,BJ20_05,恭王府,2025-11-01,2.0,"周末白天超级拥挤。如果你是外国人,你的护照或应用程序中的 QR 意味着入口没有任何意义你仍然需要排队到售票处,才能获得一张实际的纸质机票,然后又排队等候票务检查。不会说花了很多时间,但预订前有什么意义?总的来说,另一座宫殿,有另外数量的池塘,过度拥挤的曲线桥,小寺庙和庭院等。如果你已经去过故宫,或者,比如,在上海的豫园,选择另一个景点。",crowding|reservation_entry|queue_wait,评论明确抱怨周末白天超级拥挤（crowding）；外国人使用护照或二维码仍需排队到售票处换取纸质票并再次排队检票，涉及预约入园与核验规则问题（reservation_entry）以及由此产生的排队等待（queue_wait）。,issue_only_v1
BJ20_11__208185552,208185552,BJ20_11,潭柘寺,2025-04-06,3.0,人山人海。停车场排大队，山下就开始算计游客，给指到错误的道路一发不可收拾。景区可以分流，但是咱不能坑游客。分流走了半个多小时山路，绕道后面还是没有停车场。还是等了一个小时。前面停车场那么大有必要这么折腾吗。寺庙拜佛求什么的都有，还有求摸鱼的，拜龙王摸鱼的人比拜佛祖的都多。也不安排指导，路都堵死。,traffic_access|crowding|service_process,评论核心抱怨包括：1. '停车场排大队'、'绕道后面还是没有停车场'、'等了一个小时'，涉及交通到达与停车问题（traffic_access）。2. '人山人海'、'路都堵死'，描述景区内部拥挤（crowding）。3. '山下就开始算计游客，给指到错误的道路'、'分流走了半个多小时山路'、'也不安排指导'，反映服务流程与组织衔接混乱（service_process）。,issue_only_v1
BJ20_05__234732100,234732100,BJ20_05,恭王府,2025-11-26,1.0,推轮椅的朋友们不要来 全程需要过门槛 至少要七八个门槛才能走到后花园。这还不算你要各个房间的情况 后花园也只能到水边看看 剩下的推不过去。但是！ 你出来的时候一个门槛没有。就不能把出口也开放成入口嘛？除了看看王府布局 剩下的就都是架设手机讲稗闻野史的主播。气氛就像到了菜市场 远没有十年前安静惬意,facility_hygiene|commercialization|crowding,评论核心抱怨包括：1. 全程多个门槛阻碍轮椅通行，属于配套设施无障碍设计问题（facility_hygiene）；2. 景区内大量主播用手机讲稗闻野史，气氛像菜市场，属于商业化和消费干扰（commercialization）；3. 整体氛围嘈杂拥挤，与十年前安静惬意对比，隐含人流压力（crowding）。未涉及服务态度、流程、预约、价格等其它治理问题。,issue_only_v1
BJ20_01__668460388,668460388,BJ20_01,故宫博物院,2026-04-05,1.0,故宫深度讲解服务差评 本次故宫小团散拼深度讲解服务体验极差，仅导游服务有可圈可点之处，整体行程安排完全不合理，严重影响游览体验。 导游的责任心值得肯定，出行前一晚就主动联系，清晰告知了集合点、集合路线和注意事项，这是本次行程唯一的亮点。 但行程安排的问题完全盖过了优点：因拼团的一家人迟到，导游在约定集合时间后，让所有准时到达的团友在金水桥附近等待近50分钟。期间导游虽进行讲解，但仅午门历史、太和门广场就耗时50分钟，完全打乱了原定2-3小时、包含珍宝馆+钟表馆的行程节奏。 为了等迟到的一家人，牺牲所有准时团友的游览时间，压缩后续核心展馆的参观时长，这种安排极其不合理，完全没有考虑守时游客的权益。 原本期待的深度讲解变成了拖沓的等待，核心展馆游览时间被严重挤压，本次服务完全不符合预期，不推荐购买。,guide_explanation|service_process,评论核心抱怨讲解服务节奏拖沓（午门历史、太和门广场耗时50分钟）导致行程安排不合理，以及因拼团成员迟到导致整体行程组织衔接混乱、时间被压缩。,issue_only_v1
BJ20_07__242776598,242776598,BJ20_07,八达岭长城,2026-01-03,4.0,"这是一个美丽的旅游胜地。城堡墙和塔楼创造了一种令人难忘的氛围。但这个地方有许多重大的缺点:游客群、线排队、一些墙壁的部分有的倾,很难在这些地方移动。 优点:基础设施,可以乘电车和公共汽车到达。如果你想步行很远,可以乘877巴士到南出口,然后沿着墙走到北边,那里有索路。如果你在两端都买了子票,你需要北入口。你可以乘电车或乘坐小巴(先是919巴士,然后是小巴),但那条路线更长。车票价35元(小孩18岁及60岁以下免费),两端140元,一端100元。车开到16点。最后一班877公交车和坐车在16点30分开出。如果你想吃点东西,有很多咖啡馆,但从子上走到底部,经过车站等候围栏,然后向左。",crowding|queue_wait,评论明确提到游客群（拥挤）和线排队（排队等待）是重大缺点，属于核心抱怨。,issue_only_v1
BJ20_05__644924204,644924204,BJ20_05,恭王府,2026-02-22,1.0,第一次见到主动挑起事端的导游，在恭王府牡丹园排队通过时，随口抱怨了句前面的人怎么都不动啊，这时在我身后不知道哪个团队的名叫同心同什么的导游大声说，“大过年的少巴巴两句吧！”过去找她理论，关她什么事，她还言语犀利的和我大吵，后来我就报了警，她还在旁边说“报警就报警，谁怕谁啊”！我拿出手机要拍她的队旗，她还笑着拿出来展示说拍吧随便拍，气焰十分嚣张。然后我的父母及公公婆婆和她理论，她也是对待老人态度蛮横继续吵，丝毫没有顾及。作为导游，难道不是应该主动维持公共秩序吗？还主动挑起事端，导游是一个城市的名片，作为来自外地来北京的游客，这个印象太差了，对恭王府对于导游的把关抱很大的怀疑,staff_service|guide_explanation,评论核心抱怨导游主动挑起事端、态度蛮横、言语犀利争吵，涉及服务态度问题（staff_service）；同时质疑导游未履行维持秩序等职责，隐含对导游职业行为的不满，属于讲解导览相关服务质量问题（guide_explanation）。,issue_only_v1
BJ20_11__638796103,638796103,BJ20_11,潭柘寺,2026-02-10,1.0,冲着“西晋建寺，先有潭柘寺，后有北京城”这些标签去的，第一次去晚了一点没有进去成，过了几天又从市区过去，总算是掉进了坑里。门票50，比雍和宫贵了一倍，不知道哪里来的底气。商业化严重，各大殿基本是近现代仿古建筑，连佛像都粗制滥造，缺乏恭敬心。收取高价门票，却不能维持道场的庄严，敢问是如何做到无惭无愧？这个寺庙的运营，真正印证了佛经所描述的末法乱相，“魔子魔孙着我袈裟，欺逛白衣”。更滑稽的是排队摸石鱼，摸了去疾消灾，还推出相关文创产品。佛教道场不宣扬正法，反而散布鼓动这种邪见牟利，可以说早把弘法济世，度己度人忘得一干二净了。只能说，这个地方网络营销很成功。,ticket_price|commercialization,核心抱怨是门票价格高且性价比低（与雍和宫对比），以及商业化严重（仿古建筑、粗制滥造、推出文创产品牟利），干扰了道场的庄严和游览体验。,issue_only_v1
BJ20_08__644811658,644811658,BJ20_08,慕田峪长城,2026-02-22,2.0,"导游很有用和,但是这次的游览真的很不,浪费了很大的完全无用的时间,我选择了第一时间就不见群众,时间段7/8,我约了7点:50,实际起程,8:30,到达11号到达第13:15号,所以如果你想早点到达,那不是正确的游行,而且只包括西部和非东部的下游/上游,和你在巴士上所指示的(他们会尽量看到任何东西)不难走到墙边,这也不像他们所说的那样多的路,我说,最好到那里去乘出租车,然后付出一个登上和下落的路径,取决于你想去哪里,比购买2个入口更好,更明智。还有,有人问你是否想参加一个自助餐,因为这一切都很贵,但在相关的事上,还有一切,甚至B.King",guide_explanation|service_process,评论抱怨导游讲解内容与实际不符（‘和你在巴士上所指示的’），并指出行程时间安排不合理、实际游览区域与宣传不符，属于服务流程与组织衔接问题。,issue_only_v1
BJ20_02__220591218,220591218,BJ20_02,颐和园,2025-08-16,1.0,体验感很差！我们从威海到北京，由于威海飞机晚点了，到了就来不及了，然后我打电话给客服，让客服把时间给我推迟点，客服说不行，下午只有一趟！然后我说那我退款！我从新拍，客户说退款一分钱也退不到！我说协商一下，少退点也行！我们到了再买票！客服还是不行，还是说退款百分之百扣完！然后我又说那等我们10-15分钟也行！我们尽量赶到！客服还是说不行！（协商是让携程客服帮我们协商的）一点用都没！咋个说都是不行！最后说让我们到了跑去找导游！！！我们下飞机马上打车急冲冲的去找导游！总结：只有那么狼狈了！首都是我们向往的地方！结果来了体验感如此之差！！！,platform_transaction|staff_service,核心抱怨是携程平台客服在票务改期、退款协商上态度强硬、不灵活，导致用户损失和狼狈赶路，涉及平台履约问题和客服服务态度。,issue_only_v1
BJ20_08__635779138,635779138,BJ20_08,慕田峪长城,2026-02-05,1.0,"Trip.com上的班车服务有点骗局,他们试图在买两条索道的往返票时卖给你,他们描述有必要看到墙的东面和西面。然而,双方完全相连,索道目的地彼此非常接近。在两者上购买往返是没有意义的,所以他们误导你花费两倍的钱。如果您在这里购买全包票,那就是您支付的定价过高。如果您只购买班车票,他们仍然会试图说服您购买往返的索道往返。当另一对公共汽车问他们是否可以先购买西侧,然后购买东侧,如果他们有时间和精力,他们被告知需要决定。这是个谎言,因为现场有一个售票亭,大概是这么说的,所以他们不会发现两者都是什么。我强烈建议在其他地方寻找更诚实的服务。",platform_transaction|ticket_price,评论核心抱怨Trip.com平台在销售班车和索道票时存在误导性描述和捆绑销售，导致花费过高，涉及第三方平台履约问题和价格/性价比问题。,issue_only_v1
BJ20_02__210499486,210499486,BJ20_02,颐和园,2025-05-04,1.0,给我恶心到了🤢 携程上买了5月2号的2张门票，排队排了好久，好不容易才到了检票口，检票的工作人员给我刷身份证说票已经退了进不去，我明明没有退票，却进不去。我很无奈，又在线下的景区门口又买了两张门票才进去了 我越想越气 我立马联系客服，颐和园景区还专门给我打电话了：说你直接联系携程客服，商家同意退款 我又联系携程客服 携程客服当时答应我5月2日晚上8点前退款到位 昨天5月3日，我看钱还没退款到位 我又联系客服 客服又说今天给我答复 到现在也没给我退款 不知道还会不会往后推，也不知道会不会退款,platform_transaction|queue_wait,核心问题是携程平台购票后出现退款纠纷和履约延迟（平台承诺退款未到账），以及因此导致的现场排队等待时间浪费。,issue_only_v1
