row_key,review_id,official_scenic_id,scenic_name,review_time,rating,review_text,llm_issue_tags,llm_reason,prompt_version
BJ20_06__210488251,210488251,BJ20_06,明十三陵,2025-05-04,5.0,轻松自在的景点，可惜与两件文物相关的介绍或资料少了点，得自己恶补历史或请讲解。盖章也要消费盖章，不是很友好。,guide_explanation|commercialization,评论明确抱怨与文物相关的介绍或资料少，需要自己补历史或请讲解，这属于讲解与导览质量问题；同时提到盖章需要消费，这属于商业化与消费干扰。,issue_only_v1
BJ20_17__205948002,205948002,BJ20_17,北京动物园,2025-03-11,5.0,都不知道来了多少次了，小朋友小的时候没事就来溜达一圈，喂喂小动物。就是看萌兰的人太多啦，实在懒得排队,queue_wait|crowding,评论明确抱怨看萌兰的人太多，需要排队，且因人多而懒得排队，这同时涉及排队等待时间问题（queue_wait）和景区内部拥挤问题（crowding）。,issue_only_v1
BJ20_03__678103280,678103280,BJ20_03,天坛公园,2026-04-20,5.0,"美丽,真棒。虽然很多人。建议清晨去,避免人群和中午的热量。希望它有更多的座位和水的地方。地方干净",crowding|facility_hygiene,评论提到'虽然很多人'，抱怨景区内部人多拥挤；同时希望'有更多的座位和水的地方'，涉及配套设施不足的问题。,issue_only_v1
BJ20_08__245774019,245774019,BJ20_08,慕田峪长城,2026-01-13,5.0,缆车价格高，景色还可以，检票口距离售票口太远，必须做景区公交，相比之下更推荐八达岭,ticket_price|service_process,评论明确抱怨缆车价格高（价格与性价比问题），以及检票口与售票口距离远、必须乘坐景区公交（服务流程与组织衔接问题）。,issue_only_v1
BJ20_20__162235961,162235961,BJ20_20,奥林匹克塔,2019-12-08,5.0,中秋的时候带孩子上去了一趟，总体来说还可以，就是当天人太多，排队排了40多分钟。,queue_wait|crowding,评论明确抱怨了排队等待时间过长（40多分钟），并提及当天人太多，这既涉及排队等待问题，也涉及景区内部人流拥挤的体验。,issue_only_v1
BJ20_03__220619435,220619435,BJ20_03,天坛公园,2025-08-16,5.0,票价不贵，就是记得要预约，否则进不去。讲解器半途掉了，扣了200元，这个有点贵哦,guide_explanation|ticket_price,评论明确抱怨讲解器（导览设备）中途故障导致被扣款200元，属于讲解/导览服务质量问题；同时认为扣款金额过高，属于对附加收费价格的抱怨。,issue_only_v1
BJ20_08__231354768,231354768,BJ20_08,慕田峪长城,2025-11-03,5.0,因为人多排队时间久，没能爬完。导游服务好，等我们到最后一班。,queue_wait|crowding,评论明确抱怨人多导致排队时间久，影响了游览完成度，这直接对应排队等待和人流拥挤问题。导游服务好是正面描述，不构成治理问题。,issue_only_v1
BJ20_10__160581753,160581753,BJ20_10,司马台长城,2019-08-24,5.0,夜景不错很漂亮，来的晚的话没地方停车，人多很。,traffic_access|crowding,评论明确抱怨了停车问题（'没地方停车'）和景区内部人多拥挤（'人多很'），分别对应交通到达与停车问题以及拥挤度问题。,issue_only_v1
BJ20_16__173173931,173173931,BJ20_16,香山公园,2022-10-18,5.0,峰主巡山之一秒入冬—— 2022第七十二巡。 连日阴雨之后，难得的一个晴天。两天前是冒着小雨来的，六点半入园，天色很暗，几乎见不着什么游客；今天天气太好了，六点一刻入园，天光就已经大亮了，入园的游客已经非常多了。鸟儿大了什么林子都有，门口查健康码的时候，有个挺壮的小子，看起来得有三十多了，说什么也不愿意扫码，抱怨说什么常来还每天都非得让扫码，真是不懂事，最后迫于众口的压力极不情愿地扫了码，临走还要怼保安大叔两句，疫情都三年了，还有人不知道现在去哪儿都得扫码吗？够奇葩的！ 这两天突然一下天就冷了，大家都在说“一秒入冬”，还真贴切，确实十一假期以来，三天阴雨过后，气温从二十几度一下子降到了几度，还天天刮风，从体感角度来说绝对算得上冬天了。就算今天满园子的游人，运动服、冲锋衣、羽绒服，穿多厚的都有，我穿个短袖都差点儿成为“焦点”。不过今天天气彻底晴了，风也停了，天一晴、太阳一出来，清晨的景色就壮丽起来了，太阳缓缓升起，没有云层和雨雾的遮挡，犹如巨大的火球，阳光所至，满山金红。通常在这种天气情况下，在北门登山道上只要走到300节台阶的位置，就可以透过茂密的草叶看到东方清晰的城市轮廓，运气好的话还会是金光灿灿的景象。700层台阶的位置山路边有两块巨石，更是可以将城市全景尽收眼底。阳光照射下，虽然气温仍低，但是体感温度并不低，一路向上，不冷不热，浑身温暖，又几乎没有出汗，舒服极了。但确实快要入冬了，秋虫早已全然不见，一周前还遍布林间的铺天盖地的蜘蛛网都不见了，树干上和石阶边的马陆虫也不见了踪影，各种植物的叶片几乎都在迅速地变色，山上即将迎来一年中色彩最为丰富的一个月，之后所有叶片都降落下，山间走向萧条。 今天又带了猫条来，而且像今天这样的好天气，眼镜湖边的小白果然又趴在路边发呆消磨时光，上次小白一直在房顶屋檐下避雨，没出来吃我带的猫条，今天它终于吃上了，吃完了喵喵两声算作致谢，颇为高冷。今天也有不如意的事情，在峰顶自助购物机上买了饮料，结果支付完成却没出货，在手机上申请退款之后一整天过去也没人理，要是退不了款以后再也不去那儿消费了，而且还会告诉身边爬山的朋友，都要小心坑人的机器，还有只管收钱不顾售后的服务。,platform_transaction,评论核心抱怨是峰顶自助购物机支付后未出货，退款申请无人处理，属于第三方平台（自助购物机可视为一种交易平台）的履约与退款问题。,issue_only_v1
BJ20_16__171091672,171091672,BJ20_16,香山公园,2022-06-16,5.0,峰主巡山之端午登高—— 2022第四十四巡。今日端午，祝众卿端午安康！端午节，就该赛龙舟、吃粽子，以及吃樱桃、桑椹等应季水果，再有就是登高。重阳节登高大家都知道，但是端午节也登高很多人就不清楚了。其实端午节也有登高的习俗，古人说“仲夏登高顺阳在上”，顺阳指的就是跟随阳气上升驱邪祛病的意思，而农历五月正处仲夏，五月初五正是登高顺阳的最佳时机。另外端午有用艾草的习惯，而登高正可以采艾草菖蒲，一举多得。再者，香炉峰山路上“藏着”很多野桑葚树，现在桑椹成熟，掉落一地，成了鸟类和蚂蚁的美餐，如果运气好还能找到些难得保留下来的果实，也算品尝应季水果了。不过一定不要毁坏树木，不要像每年秋天为了摘野杏甚至吧杏树直接放倒的混蛋那样，一棵树倒了几年也恢复不过来，即便满山的树又够毁几年？今天一路上看到几拨人手里拿着一看就是刚拔的艾草，一大把一大把的，还有带着小孩拔的，真没素质，这么多游客一人薅一把，没两年山就秃了！公园管理部门是不是该纠正一下？实在不行就报警抓人，这种人讲道理估计是不听的，不罚她解决不了问题！今早阴天，适合巡山，凉快还不晒，据说夜间有雷阵雨，希望下大点、下久点——本王的坐骑实在太脏了！,commercialization,评论核心抱怨游客拔艾草破坏环境的行为，并建议公园管理部门纠正或处罚，这属于对游客不文明行为（类似破坏性采摘）的管理问题，可归类为商业化与消费干扰的延伸（对公共资源的破坏性消费）。,issue_only_v1
BJ20_14__162541015,162541015,BJ20_14,北京天文馆,2020-01-05,5.0,参加****的讲解，到这类博物馆不听专业讲解就只能是看个热闹，今天上午的张老师讲的特别好，有声有色，大人孩子都听的津津有味，了解了很多天文知识和历史，自己看是看不出来的，物有所值！9:30-11:30近2个小时讲解结束。之后到负一层的游客餐厅吃饭，这很像过去学校的食堂，选择不多但能吃饱，米饭炒菜套餐，面条，炒饭，盖饭等15-40元不等，干净卫生。可以接热水。吃完饭又在馆里转了转就到A馆看最大的穹幕电影，买票时选了最受欢迎的影片“奇妙的星空”，非常好看，强烈推荐。票是早上入园时买的，买了电影票就不用买入园票了，包含在内了。对号入座，准点开演。听说蓝/红区域位置好，我是在机器上买的随机出来的票，可能买的早吧是蓝色区域的。唯一有些不方便的是天文馆没有对游客的停车场，自驾车要停在对面动物园的停车场，然后过地下通道到天文馆。,traffic_access,评论明确抱怨了自驾停车不便的问题，指出天文馆没有游客停车场，需要停到对面动物园再步行，这属于交通到达与停车换乘的治理问题。,issue_only_v1
