row_key,review_id,official_scenic_id,scenic_name,review_time,rating,review_text,llm_issue_tags,llm_reason,prompt_version,issue_tag_count,issue_flag,tag_staff_service,tag_service_process,tag_guide_explanation,tag_queue_wait,tag_reservation_entry,tag_ticket_price,tag_traffic_access,tag_facility_hygiene,tag_crowding,tag_commercialization,tag_platform_transaction
BJ20_02__231127870,231127870,BJ20_02,颐和园,2025-11-01,5.0,秋天的颐和园，是北京不可错过的风景。它的美，既有传统的庄严，也有自然的柔情。走进颐和园，就像进入了一幅静止的画卷，每一帧都透着岁月的沉淀和秋日的温暖,,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__231465396,231465396,BJ20_02,颐和园,2025-11-03,5.0,"美丽的自然,景色,一个梦般的 一定是看到了",,评论内容为正向描述和感受，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__231598466,231598466,BJ20_02,颐和园,2025-11-04,5.0,导游是位美丽大姐，讲解通俗易懂，引人入胜，丝丝入扣。费用物超所值，值得购买，推荐,,整体是正向体验，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__231926983,231926983,BJ20_02,颐和园,2025-11-07,4.0,"我去的那天,下雨,洪水,但是里面非常美丽,即使天气不好,也很宽敞,令人惊叹。如果有机会,我想在天气好时再回来",,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__232128702,232128702,BJ20_02,颐和园,2025-11-08,5.0,"这是一个巨大的地方,但非常好。比禁止城市更喜欢这个,但这是个人偏好。",,整体是正向体验和个人偏好比较，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__232741755,232741755,BJ20_02,颐和园,2025-11-12,5.0,"我非常喜欢夏季宫和旅游。谢谢克西尼亚的精彩旅游。克西尼亚在开始时问我有兴趣和强调什么-我说,对发生的事情有兴趣,而不是建筑。克西尼亚在我的要求下安排了一次游览,甚至拍了照片,tc我一个人。夏天的宫本身简直美丽,风景,建筑,历史。绝对推荐!再次感谢克西尼亚的参观♥️",,整体是正向体验和感谢，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__639128057,639128057,BJ20_02,颐和园,2026-02-11,5.0,秀才导游大海带领我们游览颐和园。讲解细致，服务热情。拍了很多美照。玩得开心。,,整体是正向体验，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__640851086,640851086,BJ20_02,颐和园,2026-02-14,5.0,秀才说李导讲解得很清楚，让我们对于颐和园的历史更加了解，真的很棒👍,,评论是正面反馈讲解服务，没有抱怨任何治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__642229981,642229981,BJ20_02,颐和园,2026-02-17,5.0,"我建议买一票,它能让公园内其他景点获得。英语数字导游包里有累积的票,但我不会建议数字导游,因为它不与地图相关",guide_explanation,评论明确抱怨数字导游（导览）与地图不相关，属于讲解或导览质量问题。,issue_only_v1,1,1,0,0,1,0,0,0,0,0,0,0,0
BJ20_02__642799431,642799431,BJ20_02,颐和园,2026-02-18,5.0,推荐秀才说李导，讲解专业，能流利说出准确的历史事件发生日期。颐和园,,评论内容为正向推荐导游，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__643505633,643505633,BJ20_02,颐和园,2026-02-19,3.0,节假日很堵，组织安排不够合理,traffic_access|service_process,评论提到'节假日很堵'，属于交通到达问题；'组织安排不够合理'属于服务流程与组织衔接问题。,issue_only_v1,2,1,0,1,0,0,0,0,1,0,0,0,0
BJ20_02__644024641,644024641,BJ20_02,颐和园,2026-02-20,4.0,"令人印象深刻的是,宫是巨大的,很多人很难在这么多人之间移动,但值得一去,穿上舒适的子,因为宫很大。",crowding,评论明确抱怨景区内人太多，移动困难，核心问题是拥挤度与人流压力。,issue_only_v1,1,1,0,0,0,0,0,0,0,0,1,0,0
BJ20_02__659437934,659437934,BJ20_02,颐和园,2026-03-21,5.0,秀才说李导，说得清楚说得有趣，很满意。,,评论是正向评价导游讲解，没有明确抱怨治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__661319695,661319695,BJ20_02,颐和园,2026-03-24,5.0,"这是一个非常好的地方参观,我们喜欢穿过该地区,同时欣赏东方建筑和鲜花的景色。这里最好的部分是可以看到夏宫和城市许多地方的最高点。和园的区域太大了,一天内就不足以探索它。最好从东门进入,到北侧,如果你想看到几乎风景。",,整体是正向体验描述和游玩建议，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__666583618,666583618,BJ20_02,颐和园,2026-04-02,5.0,很荣幸遇到于导，一路跟孩子风声笑语，孩子学了很多东西。,,评论整体为正向体验，描述导游服务良好，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__668428979,668428979,BJ20_02,颐和园,2026-04-05,5.0,秀才说方媛导游态度热情，故宫讲解非常详细，让我们学到了很多历史书以上的知识，整个过程比较轻松愉快。,,整体是正向评价，没有明确抱怨治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__670593337,670593337,BJ20_02,颐和园,2026-04-08,5.0,多謝奧導帶我地參觀北京故宮是一次震撼心靈的文化之旅！踏入紫禁城，宏偉的太和殿、精緻的角樓，處處彰顯皇家氣派與古代工匠的智慧。紅牆黃瓦間，彷彿能聽見歷史的回聲。漫步中軸線，從午門到神武門，每一塊磚石都承載著六百年的故事。建議租借講解器，深度了解宮廷軼事與建築奧秘。春季百花盛開，秋日銀杏鋪金，四季皆美。景區管理完善，標示清晰，廁所乾淨，文創商品極具巧思。無論是歷史迷或攝影愛好者，故宮絕對讓人流連忘返，不愧為世界五大宮之首！五星推薦，此生必訪！,,整体为正向体验描述与推荐，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_02__674129555,674129555,BJ20_02,颐和园,2026-04-14,5.0,导游讲解很好 ￼有很多有趣历史知识 ￼亦都带我哋去唔同打卡位 好过自己去好多 ￼值得再嚟,,整体是正向体验，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__207145471,207145471,BJ20_03,天坛公园,2025-03-29,5.0,拍照超级出片，淡季游玩体验超好,,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__207166016,207166016,BJ20_03,天坛公园,2025-03-29,5.0,很不错的体验，可以周五晚上看灯，需要碰运气，有机会还会再来的，真的很不错的体验，希望下一次可以和好友一起结伴出游，拍照很出片，点赞,,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__207168096,207168096,BJ20_03,天坛公园,2025-03-30,5.0,"美丽,值得一去。是有趣的景点,历史和文化这么多。是北京必看的景点之一,总的来说是中国。",,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__207183208,207183208,BJ20_03,天坛公园,2025-03-30,5.0,好用，方便，下次还选携程,,整体是正向体验，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__207439338,207439338,BJ20_03,天坛公园,2025-03-30,5.0,来北京旅游，除了故宫，长城之外，天坛也是必不可少的景点之一，天坛是明清两代皇帝“祭天”“祈谷”的场所，是中国现存最大的古代祭祀性建筑群，非常值得一来,,整体是正向体验描述和景点介绍，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__207540453,207540453,BJ20_03,天坛公园,2025-04-01,5.0,非常不错 好看好玩 一个人玩 一家人来玩 都值得推荐，另外拍照打卡很出镜,,整体是正向体验，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__209076071,209076071,BJ20_03,天坛公园,2025-04-19,4.0,没有地铁，要打车过去，进去公园后要半个小时步行到天坛，到了天坛不能进入建筑物里，都是围着天坛打卡，游玩性不是特别高，但是会很疲惫。,traffic_access,评论明确抱怨交通不便（没有地铁，要打车过去），属于交通到达问题。其他内容（步行距离、不能进入建筑物、游玩性不高、疲惫）属于个人体验或客观描述，未构成明确的治理问题抱怨。,issue_only_v1,1,1,0,0,0,0,0,0,1,0,0,0,0
BJ20_03__209107935,209107935,BJ20_03,天坛公园,2025-04-19,5.0,非常震撼，古人的智慧必须敬仰,,整体是正向体验和感受表达，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__210140113,210140113,BJ20_03,天坛公园,2025-05-01,5.0,很不一样的体验，上午艳阳高照，下午一进入天坛就刮大风，天阴沉沉的，在这样的环境下听着导游的讲解，有了对古代帝王向天祈福的一点体会。导游郭郭讲解的很细致，很耐心，听完讲解对天坛有了更深刻的理解。,,整体为正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__210252169,210252169,BJ20_03,天坛公园,2025-05-02,5.0,天坛公园整体感觉还不错，还有一个天心石可以许愿，就是冬天北京太冷了，没咋看,,评论整体为中性描述，提到天气冷是客观事实，没有明确抱怨治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__210330849,210330849,BJ20_03,天坛公园,2025-05-03,4.0,• 🌳鸟类丰富：天坛公园是北京城区面积最大的绿地，绿化面积占总面积的80%，为鸟类提供了良好的栖息环境。在四五月的春季迁徙季，这里记录到的鸟类超过230种，是观鸟爱好者的天堂。 • 📸观鸟体验佳：公园内环境优美，适合携带双筒望远镜进行观察。四五月是鸟类迁徙的高峰期，能看到各类猛禽迁徙，还能观察到一些罕见的鸟种，如北长尾山雀、煤山雀等。 • 🌿环境友好：天坛公园的自然环境较为单一，但绿化覆盖率高，乔木和草坪分布广泛。公园内有相对封闭的区域，为迁徙鸟类提供了城市中心的“驿站”。 • 🚶‍♂️交通便利：位于北京市中心，交通便利，地铁5号线或8号线直达，方便观鸟爱好者前往。 • 🌟科普教育：天坛公园不仅是观鸟的好去处，还经常开展科普教育活动，增进人们对鸟类和生态环境的了解。 🎉总结：四五月的天坛公园是观鸟的好时节，鸟类种类丰富，环境优美，交通便利，是北京市民和游客亲近自然、了解鸟类的好去处。,,整体是正向体验描述和游玩建议，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__210418307,210418307,BJ20_03,天坛公园,2025-05-03,5.0,天坛公园是北京必访的世界文化遗产，其恢弘的祈年殿与精巧的圜丘坛完美展现明清祭天仪轨。苍翠古柏环绕的丹陛桥如时空长廊，回音壁的声学奇观令人称绝。虽游客略多影响静谧感，但晨练时分仍能感受天人合一的古韵。联票35元的性价比极高，建议早8点前入园，避开人流独享六百年的庄严与智慧。不足之处在于部分展馆说明较简略，若能增强互动解说更佳。总体而言，这里是用建筑凝固的华夏宇宙观教科书。,,评论整体为正向体验描述与建议，虽有提及游客略多和展馆说明简略，但未构成明确抱怨或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__212710639,212710639,BJ20_03,天坛公园,2025-05-23,5.0,景点很大，人很多，建议规划好行程，选人少的时候去，建筑很宏伟，很多可拍照的点。碰到很多旅拍的，如果想拍古装写真应该挺出片的。建议自己带好水和吃的。,crowding,评论明确提到'人很多'，核心抱怨是景区内部人流拥挤，属于人流压力问题。其他内容为游玩建议或中性描述，未涉及其他治理问题。,issue_only_v1,1,1,0,0,0,0,0,0,0,0,1,0,0
BJ20_03__213045561,213045561,BJ20_03,天坛公园,2025-05-26,5.0,北京天坛是一座具有极高历史文化价值的古建筑群，其独特的建筑风格、丰富的文化内涵以及承载的历史使命都使得天坛成为了一个值得一游的旅游胜地。同时，我们也应该关注天坛的保护和传承工作，让这座古老的庙宇能够在现代社会中继续焕发光彩。,,整体是正向评价和呼吁保护，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__213145500,213145500,BJ20_03,天坛公园,2025-05-28,4.0,过年人太多了，第一天去没算好时间，因为赶着去下一个景点，估算了下时间不够，这边祈年殿都没过去排，后面过了两天又买了票重新定了行程再去一次,crowding,评论明确抱怨‘过年人太多了’，核心问题是景区内部人流拥挤，属于人流压力问题。其他内容是关于个人行程安排调整，并非对景区治理问题的抱怨。,issue_only_v1,1,1,0,0,0,0,0,0,0,0,1,0,0
BJ20_03__213185771,213185771,BJ20_03,天坛公园,2025-05-29,5.0,不錯，舒服！挺好的景點。來北京必須要來的地方，看看歷史，了解人文！下次再來。,,整体是正向体验和推荐，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__215197697,215197697,BJ20_03,天坛公园,2025-06-23,5.0,找个合适的季节，穿个古装再去就更好了,,评论是游玩建议和想象，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__215232418,215232418,BJ20_03,天坛公园,2025-06-23,4.0,"这是一个整洁的公园,有一些很酷的展品可以看。但所有的展品都很小,很拥挤。绝对值得一游,但一两个小时就是你所需要的。",crowding,"评论明确提到‘所有的展品都很小,很拥挤’，核心抱怨是景区内部展品区域过于拥挤，属于人流压力问题。",issue_only_v1,1,1,0,0,0,0,0,0,0,0,1,0,0
BJ20_03__215303446,215303446,BJ20_03,天坛公园,2025-06-25,5.0,路线——详细版📍 🚇东门入口：5号线天坛东门站A2口🚶‍♂️100米 ✅七星石——七十二长廊——北神厨——皇乾殿——祈年殿——皇穹宇——回音壁——圜丘——斋宫——百花园——万寿亭 🚇西门出口：🚶‍♂️70米到8号线天桥C口 - 📍路线——速通版📍 🚇北门入口：7号线桥湾站C口🚶‍♂️700米 ✅皇乾殿——祈年殿——祈年门——成贞门——皇穹宇——回音壁——圜丘 🚇南门入口：🚶‍♂️1200米到14号线景泰站B口 - 📍入园时间📍 ✨室外：6:00-22:00；21:00停止入园 周一闭馆 (节假日除外) ✨室内馆（祈年殿、回音壁、圜丘、斋宫等）：8:00-18:00,,评论内容为路线指引、出入口信息和开放时间说明，是中性信息分享，没有表达任何抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__216446322,216446322,BJ20_03,天坛公园,2025-07-10,5.0,京状元小蔡讲解非常用心，历史故事内容丰富有趣。,,评论是正向反馈，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__219691662,219691662,BJ20_03,天坛公园,2025-08-09,5.0,这个网站真的值得一游:美丽的公园和美妙的历史场所。潜入如此深厚的历史和文化是一种深深的乐趣。,,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__220252187,220252187,BJ20_03,天坛公园,2025-08-13,5.0,北京的天坛公园坐落于北京中轴线的南端，在古代这里是皇帝祭天的场所，现在是大众可以游玩儿的地方。 天坛公园的位置好，距离老北京的一些知名景点比较近，比如前门、天桥、永定门、先农坛等。所以非常值得游客们到这里打卡。 天坛的建筑非常雄伟，历史的痕迹浓重。我个人很喜欢来这里，公园附近吃早点的地方也多，北门外的磁器口豆汁儿是首选，我在这里遇到过几次“歪果仁”品尝豆汁儿。,,整体是正向体验描述和游玩建议，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__220521701,220521701,BJ20_03,天坛公园,2025-08-15,3.0,"我们通过应用程序购买了票,但我们还是不得不等到排队,他们把我们给他们,他们进门时不知道这是什么。",platform_transaction|queue_wait,评论提到通过应用程序购票后仍需排队，且入园时出现问题（'不知道这是什么'），这涉及第三方平台购票后的核验或入园流程问题，以及由此产生的排队等待。,issue_only_v1,2,1,0,0,0,1,0,0,0,0,0,0,1
BJ20_03__220619435,220619435,BJ20_03,天坛公园,2025-08-16,5.0,票价不贵，就是记得要预约，否则进不去。讲解器半途掉了，扣了200元，这个有点贵哦,guide_explanation|ticket_price,评论明确抱怨讲解器（导览设备）中途故障导致被扣款200元，属于讲解/导览服务质量问题；同时认为扣款金额过高，属于对附加收费价格的抱怨。,issue_only_v1,2,1,0,0,1,0,0,1,0,0,0,0,0
BJ20_03__221179092,221179092,BJ20_03,天坛公园,2025-08-20,5.0,导游很专业、讲解非常细致，使我和家人收获颇丰。,,整体是正向体验，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__229232501,229232501,BJ20_03,天坛公园,2025-10-19,4.0,"在城市的中心,可爱的宁静花园区和许多传统建筑的建筑",,整体是正向描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__229340000,229340000,BJ20_03,天坛公园,2025-10-20,5.0,"建议提前通过三脚架买,不要排队,在巡回赛上,在电话里走过路",,评论内容不完整且语义不明，无法识别明确的抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__231107801,231107801,BJ20_03,天坛公园,2025-11-01,5.0,"如果你不是中国人,买票很贵,这里值得买,它给你发了,QR,可以不麻烦进去。美丽的地点。",ticket_price,"评论提到'如果你不是中国人,买票很贵'，明确抱怨了门票价格对非中国游客偏高的问题，属于价格与性价比的治理问题。",issue_only_v1,1,1,0,0,0,0,0,1,0,0,0,0,0
BJ20_03__232794297,232794297,BJ20_03,天坛公园,2025-11-13,5.0,不错不错不错不错不错不错不错了不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,,评论内容为重复的正面词汇，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__240039136,240039136,BJ20_03,天坛公园,2025-12-20,5.0,天坛的门票确实写的是&quot;门票&quot;二字，在门票下面有天坛的一座三座门的照片，这样一来，这张门票就名副其实的成了门票了。 天坛可以说是北京南部地区最大的公园了，当然目前一些郊野公园也有大的了，我说的是古迹公园，由于这里是皇帝拜天的地方，是祈福风调雨顺的地方，所以，这个公园是最神圣的公园，也是建筑最精美的公园之一。 由于北京的南北划分以东西长安街为标准，过去的皇宫又在东西长安街的北边，所以，在北京的北部分部了很多庙宇、公园以及各种纪念地，所以，相对北京的布局，现在大家游览的地点多在北京的北部，而位于北京南部的天坛往往都被游者忽略。到天坛的公交车有很多，不用太费力气就可以到达，其实天坛距离北京的前门大栅栏并不是很远，几乎可以步行就到。,,评论整体是介绍天坛公园的历史、地位和交通情况，属于中性描述和游玩建议，没有明确抱怨任何治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__240277094,240277094,BJ20_03,天坛公园,2025-12-21,4.0,"V grand。由于是开放区,风吹的时候v冷。总体来说,不错的体验。",,整体是正向体验描述，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__244212970,244212970,BJ20_03,天坛公园,2026-01-10,5.0,"地方很大,最好早点去那里,因为一切都在下午5点关门。之后,去祈祷大厅外面,看到照亮塔楼的美丽的夜灯,真是美丽的景象。但是trip.com门票价格比通过微信或现场在官网购买贵得多,不要从trip.com购买,Trip.com也收取取消费用。",ticket_price|platform_transaction,评论明确抱怨Trip.com门票价格比其他渠道贵，并提及平台收取取消费用，属于价格与性价比问题以及第三方平台交易问题。,issue_only_v1,2,1,0,0,0,0,0,1,0,0,0,0,1
BJ20_03__249782135,249782135,BJ20_03,天坛公园,2026-01-14,5.0,郭郭老师很专业，很敬业，很耐心，很敬业，讲解清晰，风趣，好评！,,整体是正向评价，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__286363659,286363659,BJ20_03,天坛公园,2026-01-15,4.0,"地方不错,但很拥挤。只是扫二维码进入很方便。",crowding,评论明确抱怨景区内部人多拥挤，这是核心治理问题。同时提到二维码入园方便，属于正面描述，不构成对预约入园流程的抱怨。,issue_only_v1,1,1,0,0,0,0,0,0,0,0,1,0,0
BJ20_03__293444831,293444831,BJ20_03,天坛公园,2026-01-15,3.0,差，感觉不好，没有单独的门票，导致错买，误导公众,reservation_entry,核心抱怨是门票购买规则不清晰（没有单独的门票），导致错买，属于预约购票与入园规则问题。,issue_only_v1,1,1,0,0,0,0,1,0,0,0,0,0,0
BJ20_03__645116620,645116620,BJ20_03,天坛公园,2026-02-22,5.0,"一个令人惊叹的地方,虽然在国庆期间超级拥挤",crowding,评论明确抱怨国庆期间景区内部超级拥挤，属于人流压力问题。,issue_only_v1,1,1,0,0,0,0,0,0,0,0,1,0,0
BJ20_03__646662612,646662612,BJ20_03,天坛公园,2026-02-25,5.0,非常不错的景区，我们是通过黄山背包客旅游的服务找到了门票，非常感谢老板！,,整体是正向体验和感谢，没有明确抱怨、摩擦、障碍或治理问题。,issue_only_v1,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ20_03__647376934,647376934,BJ20_03,天坛公园,2026-02-26,3.0,建筑比较分散，有趣的地方不多，而且太新了，厚重感不足，性价比不高,ticket_price,评论明确抱怨了‘性价比不高’，核心落点在于门票价格与性价比问题。,issue_only_v1,1,1,0,0,0,0,0,1,0,0,0,0,0
